date,date,date,date,meal_type,key_ingredients_tags,typical_ingredient_cost,observed_market_price,actual_selling_price,quantity_sold,has_promotion,special_event,weather_condition
1/14/2024,7,Casual Dining,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8,22.55,43.34,134,FALSE,FALSE,Sunny
1/14/2024,6,Fine Dining,Iced Lemon Tea,Dinner,"black tea, lemon, sugar syrup",1.2,5.16,6.62,292,FALSE,FALSE,Sunny
1/14/2024,34,Casual Dining,Chicken Rice,Dinner,"chicken, rice, ginger, garlic, chili sauce, cucumber",4,12.64,20.69,239,FALSE,FALSE,Sunny
1/14/2024,49,Kopitiam,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.93,9.55,432,FALSE,FALSE,Rainy
1/14/2024,8,Casual Dining,Iced Lemon Tea,Dinner,"black tea, lemon, sugar syrup",1.2,3.03,5.5,322,FALSE,FALSE,Sunny
1/14/2024,30,Cafe,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,11.56,18.42,0,FALSE,FALSE,Sunny
1/14/2024,24,Casual Dining,Chicken Rice,Dinner,"chicken, rice, ginger, garlic, chili sauce, cucumber",4,12.85,10.87,349,TRUE,FALSE,Sunny
1/14/2024,25,Fine Dining,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9,43.69,61.38,289,FALSE,TRUE,Sunny
1/14/2024,34,Casual Dining,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,3.09,4.44,648,FALSE,FALSE,Rainy
1/14/2024,14,Food Stall,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2,4.75,6.91,176,FALSE,FALSE,Cloudy
1/14/2024,34,Casual Dining,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2,5.22,6.88,494,TRUE,FALSE,Sunny
1/15/2024,23,Fine Dining,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,10.78,16.67,550,FALSE,FALSE,Cloudy
1/15/2024,3,Cafe,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,2.86,3.42,662,FALSE,FALSE,Sunny
1/15/2024,42,Fine Dining,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9,51.41,66.97,190,FALSE,FALSE,Cloudy
1/15/2024,31,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.27,8.22,578,FALSE,FALSE,Cloudy
1/15/2024,13,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.94,9.38,596,FALSE,FALSE,Sunny
1/15/2024,39,Casual Dining,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,9.1,22.44,108,FALSE,TRUE,Rainy
1/15/2024,17,Food Stall,Laksa,Lunch,"rice noodles, fish broth, tamarind, shrimp paste, cucumber, mint",4.5,10.53,12.68,294,FALSE,FALSE,Cloudy
1/15/2024,43,Casual Dining,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8,28.23,44.73,207,FALSE,TRUE,Sunny
1/15/2024,32,Fine Dining,Iced Lemon Tea,Breakfast,"black tea, lemon, sugar syrup",1.2,6.07,8.21,447,FALSE,FALSE,Rainy
1/15/2024,17,Food Stall,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,1.91,1.56,1079,TRUE,FALSE,Cloudy
1/15/2024,35,Food Stall,Char Kway Teow,Dinner,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5,10.55,14.24,362,FALSE,FALSE,Cloudy
1/15/2024,14,Food Stall,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,5.82,7.57,570,FALSE,FALSE,Cloudy
1/15/2024,37,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,5.01,8.85,681,FALSE,FALSE,Sunny
1/15/2024,32,Fine Dining,Iced Lemon Tea,Breakfast,"black tea, lemon, sugar syrup",1.2,5.69,7.53,633,FALSE,TRUE,Cloudy
1/15/2024,1,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.42,5.69,1068,TRUE,FALSE,Sunny
1/15/2024,23,Fine Dining,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,14.97,16.51,287,FALSE,FALSE,Sunny
1/15/2024,49,Kopitiam,Chicken Rice,Lunch,"chicken, rice, ginger, garlic, chili sauce, cucumber",4,12.44,12.87,353,FALSE,FALSE,Cloudy
1/15/2024,42,Fine Dining,Iced Lemon Tea,Dinner,"black tea, lemon, sugar syrup",1.2,6.44,7.24,331,FALSE,FALSE,Cloudy
1/15/2024,46,Casual Dining,Iced Lemon Tea,Dinner,"black tea, lemon, sugar syrup",1.2,3.78,4.98,340,FALSE,FALSE,Cloudy
1/15/2024,48,Casual Dining,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2,6.36,9.76,299,FALSE,FALSE,Sunny
1/15/2024,40,Food Stall,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2,4.27,5.67,350,FALSE,FALSE,Sunny
1/15/2024,27,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7,14.82,23.43,178,FALSE,FALSE,Sunny
1/15/2024,36,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,1.95,2.59,600,FALSE,FALSE,Sunny
1/15/2024,6,Fine Dining,Iced Lemon Tea,Lunch,"black tea, lemon, sugar syrup",1.2,5.3,8.03,454,FALSE,FALSE,Cloudy
1/15/2024,21,Casual Dining,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9,31.8,36.52,326,FALSE,FALSE,Sunny
1/15/2024,18,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,1.87,2.15,905,FALSE,TRUE,Sunny
1/15/2024,30,Cafe,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,9.89,12.07,448,FALSE,FALSE,Cloudy
1/15/2024,29,Food Stall,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,1.92,2.35,820,FALSE,FALSE,Cloudy
1/16/2024,1,Food Stall,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9,19.79,32.82,181,FALSE,FALSE,Sunny
1/16/2024,30,Cafe,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,3.69,3.44,508,FALSE,FALSE,Sunny
1/16/2024,2,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.48,2.85,159,FALSE,FALSE,Sunny
1/16/2024,9,Casual Dining,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8,25.5,46.17,145,FALSE,TRUE,Cloudy
1/16/2024,46,Casual Dining,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9,23.74,49.3,192,FALSE,FALSE,Sunny
1/16/2024,36,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7,16.03,21.35,187,FALSE,FALSE,Rainy
1/16/2024,37,Food Stall,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,1.91,2.05,1091,TRUE,FALSE,Sunny
1/16/2024,30,Cafe,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,2.84,3.62,185,FALSE,FALSE,Cloudy
1/16/2024,37,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.56,10.94,181,FALSE,FALSE,Rainy
1/16/2024,2,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7,16.44,32.02,0,FALSE,FALSE,Rainy
1/16/2024,46,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,9.64,12.19,369,FALSE,FALSE,Sunny
1/16/2024,41,Cafe,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,2.72,3.34,377,FALSE,FALSE,Sunny
1/16/2024,5,Cafe,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8,28.82,26.13,209,TRUE,FALSE,Rainy
1/16/2024,47,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,7.11,5.45,719,TRUE,FALSE,Cloudy
1/16/2024,29,Food Stall,Char Kway Teow,Lunch,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5,12.74,16.95,179,FALSE,FALSE,Sunny
1/16/2024,13,Food Stall,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9,16.57,31.23,178,FALSE,FALSE,Cloudy
1/16/2024,21,Casual Dining,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8,19.43,40.86,281,FALSE,FALSE,Cloudy
1/16/2024,16,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7,14.49,26.75,181,FALSE,FALSE,Rainy
1/16/2024,24,Casual Dining,Chicken Rice,Lunch,"chicken, rice, ginger, garlic, chili sauce, cucumber",4,11.42,14.22,324,TRUE,FALSE,Rainy
1/16/2024,9,Casual Dining,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9,25.9,56.46,63,FALSE,FALSE,Sunny
1/16/2024,12,Cafe,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9,32.84,40.52,44,FALSE,FALSE,Cloudy
1/16/2024,36,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,2.09,2.59,576,FALSE,FALSE,Sunny
1/16/2024,16,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,1.59,2.86,279,FALSE,FALSE,Rainy
1/16/2024,30,Cafe,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,11.68,15.87,0,FALSE,FALSE,Sunny
1/16/2024,36,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,1.93,1.76,789,TRUE,FALSE,Cloudy
1/16/2024,8,Casual Dining,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,2.15,3.52,405,FALSE,FALSE,Sunny
1/16/2024,20,Casual Dining,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9,26.83,41.07,189,FALSE,FALSE,Cloudy
1/16/2024,20,Casual Dining,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9,24.41,42.96,169,FALSE,FALSE,Cloudy
1/16/2024,19,Casual Dining,Chicken Rice,Lunch,"chicken, rice, ginger, garlic, chili sauce, cucumber",4,13.77,20.76,191,FALSE,FALSE,Cloudy
1/16/2024,18,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,2.06,2.58,350,FALSE,FALSE,Cloudy
1/16/2024,5,Cafe,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,3.19,3.93,461,FALSE,FALSE,Cloudy
1/16/2024,21,Casual Dining,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2,5.08,11.51,218,FALSE,FALSE,Sunny
1/16/2024,39,Casual Dining,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,2.8,4.13,438,FALSE,FALSE,Rainy
1/16/2024,45,Food Stall,Char Kway Teow,Dinner,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5,9.93,18.71,100,FALSE,FALSE,Sunny
1/16/2024,33,Cafe,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,2.65,3.97,491,FALSE,FALSE,Sunny
1/17/2024,47,Food Stall,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,2.12,3.02,286,FALSE,FALSE,Sunny
1/17/2024,49,Kopitiam,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2,5.08,6.81,135,FALSE,FALSE,Cloudy
1/17/2024,42,Fine Dining,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,12.08,14.19,404,FALSE,FALSE,Rainy
1/17/2024,13,Food Stall,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2,5.1,7.91,91,FALSE,FALSE,Cloudy
1/17/2024,49,Kopitiam,Chicken Rice,Lunch,"chicken, rice, ginger, garlic, chili sauce, cucumber",4,10.75,15.92,137,FALSE,FALSE,Sunny
1/17/2024,32,Fine Dining,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9,37.81,64.99,0,FALSE,FALSE,Sunny
1/17/2024,6,Fine Dining,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9,35.13,81.9,0,FALSE,FALSE,Sunny
1/17/2024,43,Casual Dining,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,3.05,4.33,274,FALSE,FALSE,Sunny
1/17/2024,23,Fine Dining,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,19.22,30.47,0,FALSE,FALSE,Rainy
1/17/2024,32,Fine Dining,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,15.63,26.43,171,FALSE,FALSE,Sunny
1/17/2024,19,Casual Dining,Chicken Rice,Dinner,"chicken, rice, ginger, garlic, chili sauce, cucumber",4,12.77,20.73,351,FALSE,FALSE,Sunny
1/17/2024,28,Fine Dining,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9,46.52,49.52,191,TRUE,TRUE,Cloudy
1/17/2024,13,Food Stall,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,6.1,10.06,190,FALSE,FALSE,Sunny
1/17/2024,29,Food Stall,Chicken Rice,Lunch,"chicken, rice, ginger, garlic, chili sauce, cucumber",4,9.42,15.57,202,FALSE,FALSE,Sunny
1/17/2024,26,Food Stall,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9,22.25,32.63,107,FALSE,FALSE,Sunny
1/17/2024,9,Casual Dining,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,7.77,8.08,509,TRUE,FALSE,Sunny
1/17/2024,38,Fine Dining,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,15.06,15.23,161,FALSE,FALSE,Sunny
1/17/2024,45,Food Stall,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2,4.25,6.86,252,FALSE,FALSE,Sunny
1/17/2024,27,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,1.49,2.4,372,FALSE,FALSE,Sunny
1/17/2024,45,Food Stall,Char Kway Teow,Lunch,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5,12.57,17.27,0,FALSE,FALSE,Rainy
1/17/2024,27,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7,17.03,24.33,0,FALSE,FALSE,Cloudy
1/17/2024,18,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,2.01,3.16,224,FALSE,FALSE,Sunny
1/18/2024,20,Casual Dining,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2,6.84,9.2,287,FALSE,FALSE,Cloudy
1/18/2024,33,Cafe,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,12,11.89,239,TRUE,FALSE,Sunny
1/18/2024,25,Fine Dining,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,12.22,10.63,645,TRUE,FALSE,Sunny
1/18/2024,14,Food Stall,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9,20.06,34.27,0,FALSE,FALSE,Cloudy
1/18/2024,23,Fine Dining,Iced Lemon Tea,Lunch,"black tea, lemon, sugar syrup",1.2,6.89,9.53,121,FALSE,FALSE,Sunny
1/18/2024,41,Cafe,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,2.6,2.57,863,TRUE,FALSE,Sunny
1/18/2024,4,Cafe,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,10.19,7.31,652,TRUE,FALSE,Sunny
1/18/2024,48,Casual Dining,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,2.4,3.67,280,FALSE,FALSE,Sunny
1/18/2024,24,Casual Dining,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2,6.44,11.7,233,FALSE,FALSE,Cloudy
1/18/2024,34,Casual Dining,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2,5.4,10.3,252,FALSE,FALSE,Cloudy
1/18/2024,9,Casual Dining,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9,32.1,47.86,136,FALSE,FALSE,Sunny
1/18/2024,7,Casual Dining,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8,25.28,48.86,0,FALSE,FALSE,Cloudy
1/18/2024,23,Fine Dining,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9,52.26,66.79,78,FALSE,FALSE,Sunny
1/18/2024,13,Food Stall,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,2.13,2.4,883,FALSE,TRUE,Sunny
1/18/2024,18,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.59,2.83,126,FALSE,FALSE,Sunny
1/18/2024,27,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7,15.78,24.98,100,FALSE,FALSE,Rainy
1/18/2024,7,Casual Dining,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9,23.31,51.77,52,FALSE,TRUE,Rainy
1/18/2024,43,Casual Dining,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9,28.34,33.72,170,TRUE,FALSE,Cloudy
1/18/2024,47,Food Stall,Laksa,Lunch,"rice noodles, fish broth, tamarind, shrimp paste, cucumber, mint",4.5,10.04,8.6,396,TRUE,FALSE,Cloudy
1/18/2024,41,Cafe,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9,33.43,46.98,202,FALSE,FALSE,Cloudy
1/18/2024,7,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,7.67,18.82,122,FALSE,FALSE,Sunny
1/18/2024,8,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,7.98,14.02,384,FALSE,FALSE,Sunny
1/18/2024,22,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7,15.03,24.22,81,TRUE,FALSE,Sunny
1/18/2024,1,Food Stall,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,4.42,8.16,263,FALSE,FALSE,Sunny
1/18/2024,34,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,9.09,11.59,356,FALSE,FALSE,Cloudy
1/19/2024,23,Fine Dining,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,15.24,17.76,278,TRUE,FALSE,Sunny
1/19/2024,3,Cafe,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9,31.37,44.52,160,FALSE,FALSE,Cloudy
1/19/2024,39,Casual Dining,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,2.28,4.44,436,FALSE,FALSE,Rainy
1/19/2024,37,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.9,7.67,362,FALSE,FALSE,Sunny
1/19/2024,45,Food Stall,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2,4.24,9.14,122,FALSE,FALSE,Sunny
1/19/2024,28,Fine Dining,Iced Lemon Tea,Breakfast,"black tea, lemon, sugar syrup",1.2,7.09,7.25,214,FALSE,FALSE,Cloudy
1/19/2024,41,Cafe,Iced Lemon Tea,Dinner,"black tea, lemon, sugar syrup",1.2,3.53,4.44,565,TRUE,TRUE,Cloudy
1/19/2024,32,Fine Dining,Iced Lemon Tea,Lunch,"black tea, lemon, sugar syrup",1.2,5.76,9.46,191,FALSE,FALSE,Cloudy
1/19/2024,41,Cafe,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8,27.36,38.43,47,FALSE,FALSE,Cloudy
1/19/2024,44,Food Stall,Laksa,Lunch,"rice noodles, fish broth, tamarind, shrimp paste, cucumber, mint",4.5,9.53,16.78,134,FALSE,FALSE,Cloudy
1/19/2024,13,Food Stall,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,5.07,7.54,419,FALSE,FALSE,Sunny
1/19/2024,35,Food Stall,Chicken Rice,Dinner,"chicken, rice, ginger, garlic, chili sauce, cucumber",4,8.32,14.4,111,FALSE,FALSE,Rainy
1/19/2024,41,Cafe,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8,32.53,45.37,77,FALSE,FALSE,Sunny
1/19/2024,41,Cafe,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9,29.31,41.17,212,FALSE,FALSE,Rainy
1/19/2024,29,Food Stall,Char Kway Teow,Dinner,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5,9.94,22.96,103,FALSE,FALSE,Cloudy
1/19/2024,13,Food Stall,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,6.08,5.32,650,TRUE,FALSE,Rainy
1/19/2024,43,Casual Dining,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,11.61,19.54,164,FALSE,FALSE,Sunny
1/19/2024,49,Kopitiam,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,2.12,2.94,535,FALSE,FALSE,Sunny
1/19/2024,36,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,2.11,2.54,431,FALSE,FALSE,Cloudy
1/19/2024,29,Food Stall,Char Kway Teow,Lunch,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5,9.31,17.87,161,FALSE,FALSE,Sunny
1/19/2024,35,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.42,7.99,324,FALSE,FALSE,Sunny
1/19/2024,28,Fine Dining,Iced Lemon Tea,Breakfast,"black tea, lemon, sugar syrup",1.2,6.15,8.52,336,FALSE,FALSE,Rainy
1/19/2024,9,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,9.45,11.82,251,FALSE,FALSE,Cloudy
1/19/2024,32,Fine Dining,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9,44.13,81.76,0,FALSE,FALSE,Sunny
1/19/2024,12,Cafe,Iced Lemon Tea,Lunch,"black tea, lemon, sugar syrup",1.2,3.77,6.15,216,FALSE,FALSE,Cloudy
1/19/2024,22,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.81,1.77,438,TRUE,FALSE,Sunny
1/19/2024,4,Cafe,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9,34.48,45.92,99,FALSE,FALSE,Cloudy
1/19/2024,6,Fine Dining,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,15.15,20.43,96,TRUE,FALSE,Cloudy
1/19/2024,21,Casual Dining,Iced Lemon Tea,Breakfast,"black tea, lemon, sugar syrup",1.2,2.98,6.35,193,FALSE,FALSE,Sunny
1/19/2024,3,Cafe,Iced Lemon Tea,Lunch,"black tea, lemon, sugar syrup",1.2,4,6.81,21,FALSE,FALSE,Sunny
1/19/2024,44,Food Stall,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,2.02,2.52,321,FALSE,FALSE,Sunny
1/19/2024,7,Casual Dining,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8,20.02,33.28,205,TRUE,FALSE,Rainy
1/19/2024,49,Kopitiam,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,7.62,8.14,438,FALSE,FALSE,Cloudy
1/19/2024,19,Casual Dining,Char Kway Teow,Lunch,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5,17.43,25.73,66,FALSE,FALSE,Sunny
1/19/2024,41,Cafe,Iced Lemon Tea,Lunch,"black tea, lemon, sugar syrup",1.2,4.13,3.2,511,TRUE,FALSE,Sunny
1/19/2024,19,Casual Dining,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2,5.83,12.93,107,FALSE,FALSE,Sunny
1/19/2024,24,Casual Dining,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,2.79,4.15,298,FALSE,FALSE,Cloudy
1/19/2024,5,Cafe,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,9.03,8.27,908,TRUE,FALSE,Rainy
1/19/2024,46,Casual Dining,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9,23.09,30.86,259,TRUE,FALSE,Rainy
1/20/2024,28,Fine Dining,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8,43.99,65.13,105,FALSE,FALSE,Cloudy
1/20/2024,25,Fine Dining,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,17.64,24.45,243,FALSE,FALSE,Sunny
1/20/2024,43,Casual Dining,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,3,3.64,1190,TRUE,FALSE,Cloudy
1/20/2024,18,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.96,2.45,407,FALSE,FALSE,Sunny
1/20/2024,14,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,7.3,7.88,575,FALSE,FALSE,Cloudy
